250 0.933333333333333
245 1
240 0.933333333333333
235 0.933333333333333
230 0.866666666666667
225 0.866666666666667
220 0.866666666666667
215 0.866666666666667
210 0.866666666666667
205 0.866666666666667
200 0.866666666666667
195 0.8
190 0.866666666666667
185 0.8
180 0.8
175 0.866666666666667
170 0.933333333333333
165 0.866666666666667
160 0.933333333333333
155 0.733333333333333
150 0.666666666666667
145 0.533333333333333
140 0.6
135 0.666666666666667
130 0.6
125 0.533333333333333
120 0.466666666666667
115 0.466666666666667
110 0.466666666666667
105 0.4
100 0.333333333333333
95 0.466666666666667
90 0.266666666666667
85 0.266666666666667
80 0.333333333333333
75 0.333333333333333
70 0.4
65 0.4
60 0.2
55 0.2
50 0.133333333333333
45 0.133333333333333
40 0.2
35 0.0666666666666667
30 0
25 0.0666666666666667
20 0
15 0.133333333333333
10 0.2
5 0.133333333333333
