250 0.866666666666667
245 0.933333333333333
240 0.933333333333333
235 0.933333333333333
230 0.866666666666667
225 0.866666666666667
220 0.933333333333333
215 0.8
210 0.866666666666667
205 0.666666666666667
200 0.666666666666667
195 0.8
190 0.8
185 0.733333333333333
180 0.666666666666667
175 0.8
170 0.8
165 0.666666666666667
160 0.6
155 0.666666666666667
150 0.666666666666667
145 0.733333333333333
140 0.6
135 0.666666666666667
130 0.666666666666667
125 0.666666666666667
120 0.6
115 0.533333333333333
110 0.466666666666667
105 0.333333333333333
100 0.266666666666667
95 0.333333333333333
90 0.333333333333333
85 0.266666666666667
80 0.333333333333333
75 0.333333333333333
70 0.2
65 0.133333333333333
60 0.133333333333333
55 0.0666666666666667
50 0.0666666666666667
45 0
40 0
35 0
30 0
25 0
20 0
15 0
10 0
5 0
