250 1
245 1
240 1
235 1
230 1
225 1
220 1
215 1
210 0.933333333333333
205 0.933333333333333
200 0.933333333333333
195 0.933333333333333
190 0.933333333333333
185 0.933333333333333
180 0.933333333333333
175 0.933333333333333
170 0.933333333333333
165 0.933333333333333
160 0.933333333333333
155 0.933333333333333
150 0.866666666666667
145 0.8
140 0.8
135 0.8
130 0.8
125 0.866666666666667
120 0.866666666666667
115 0.8
110 0.866666666666667
105 0.866666666666667
100 0.866666666666667
95 0.866666666666667
90 0.8
85 0.933333333333333
80 0.933333333333333
75 0.866666666666667
70 0.8
65 0.866666666666667
60 0.733333333333333
55 0.666666666666667
50 0.666666666666667
45 0.6
40 0.533333333333333
35 0.266666666666667
30 0.133333333333333
25 0.0666666666666667
20 0
15 0
10 0.0666666666666667
5 0
